iter	Logloss
511	0.3336293177
512	0.3335360424
513	0.3334399875
514	0.3333502007
515	0.3332439602
516	0.333144759
517	0.3329693126
518	0.3328684871
519	0.3327496999
520	0.3326719807
521	0.332542378
522	0.3324114809
523	0.3322934114
524	0.3322038124
525	0.3321259722
526	0.3319782555
527	0.3318789029
528	0.3317598126
529	0.3316234488
530	0.331441019
531	0.3313598275
532	0.3312128103
533	0.3311249538
534	0.3310214829
535	0.3309359935
536	0.3308200516
537	0.3307299465
538	0.3305961181
539	0.3304541723
540	0.3303428028
541	0.3302524737
542	0.3301371023
543	0.3300148009
544	0.329889076
545	0.3297496965
546	0.3296474676
547	0.3294705634
548	0.3293003068
549	0.3291716619
550	0.329052507
551	0.3289256668
552	0.328848589
553	0.3287531483
554	0.3286119924
555	0.3285038575
556	0.3284061969
557	0.3282536725
558	0.3280924785
559	0.3280611403
560	0.3279167592
561	0.3277891646
562	0.3276568449
563	0.3275308049
564	0.3274372014
565	0.327351402
566	0.3272308327
567	0.3271419672
568	0.3270372292
569	0.3269121722
570	0.3267890443
571	0.3266689719
572	0.3265559662
573	0.3264325515
574	0.3263236985
575	0.326216952
576	0.3261136801
577	0.3260025114
578	0.3259224746
579	0.3257595706
580	0.325646278
581	0.3255680207
582	0.3254658035
583	0.3253454215
584	0.3252554407
585	0.3251515893
586	0.3250194623
587	0.3248428619
588	0.3247422601
589	0.3246610382
590	0.3245821546
591	0.3245281215
592	0.3244090004
593	0.3243029093
594	0.3241858209
595	0.3241620592
596	0.3240082942
597	0.3238850603
598	0.3238008017
599	0.3237010893
600	0.3235934987
601	0.3234168874
602	0.3233461985
603	0.3231926405
604	0.3230858224
605	0.3229996535
606	0.322888429
607	0.3228102931
608	0.3227442096
609	0.3226094332
610	0.3224966502
611	0.3223911131
612	0.3222830849
613	0.3221842464
614	0.3220354872
615	0.3219106068
616	0.3218134428
617	0.3217135171
618	0.3215950658
619	0.3214854968
620	0.3214351953
621	0.321316312
622	0.3212418494
623	0.3211480526
624	0.321043526
625	0.3209755183
626	0.3208976707
627	0.3208106633
628	0.3207001756
629	0.3206281616
630	0.3205519042
631	0.3204785486
632	0.3203508802
633	0.3202801263
634	0.3201736043
635	0.3200940382
636	0.3200149307
637	0.3199648361
638	0.3198451491
639	0.3197626213
640	0.3196888193
641	0.3196075488
642	0.3195400812
643	0.3194355858
644	0.3193296436
645	0.3191852217
646	0.3191181121
647	0.3190069074
648	0.3188911618
649	0.3187931716
650	0.3187314843
651	0.3185825601
652	0.3184822646
653	0.3183737597
654	0.3182778654
655	0.3182292783
656	0.3181527391
657	0.318012976
658	0.3178716243
659	0.3177565885
660	0.3176793176
661	0.3175627149
662	0.317425199
663	0.3173105644
664	0.3171849402
665	0.3170978782
666	0.3170201359
667	0.3168783414
668	0.3167805685
669	0.3166711418
670	0.3166028512
671	0.3165418637
672	0.3164501603
673	0.3163501151
674	0.3162221809
675	0.3161163388
676	0.3159364177
677	0.3158335719
678	0.3157635656
679	0.3156258501
680	0.3155497251
681	0.3154818788
682	0.3154128396
683	0.3153352118
684	0.3152324908
685	0.3151827166
686	0.3151185338
687	0.3150513578
688	0.3149602144
689	0.3149321336
690	0.3148405857
691	0.3147648384
692	0.3146409975
693	0.3145535059
694	0.3144995073
695	0.314394187
696	0.3142965497
697	0.3142025841
698	0.3141180732
699	0.3140719167
700	0.3140164848
701	0.3139100742
702	0.3138071961
703	0.3137232925
704	0.3135921978
705	0.3134752561
706	0.3133693457
707	0.3132553505
708	0.313166463
709	0.3131088815
710	0.3130148101
711	0.3128887433
712	0.3128411484
713	0.3127113405
714	0.3125846146
715	0.3124535682
716	0.3123303198
717	0.3122474227
718	0.3121543201
719	0.3120512408
720	0.3119351693
721	0.3118602494
722	0.31174194
723	0.3116087918
724	0.3114971856
725	0.3113744158
726	0.3112903301
727	0.3112073957
728	0.3110716731
729	0.3109443416
730	0.3108805201
731	0.3107525027
732	0.3106530671
733	0.3105170165
734	0.3104592359
735	0.3103978993
736	0.3102442442
737	0.3100894897
738	0.3099478284
739	0.309860407
740	0.3097475357
741	0.3095870803
742	0.3095106053
743	0.3093631032
744	0.3092560073
745	0.3091538587
746	0.3090383617
747	0.3089395661
748	0.3088440333
749	0.30877829
750	0.3086511221
751	0.3085839054
752	0.3085061534
753	0.3083487418
754	0.3082502921
755	0.3081777836
756	0.3080788166
757	0.3079473707
758	0.3079255406
759	0.3077921336
760	0.307651712
761	0.3075172468
762	0.3074053674
763	0.3073166491
764	0.307217241
765	0.3070228
766	0.3069051655
767	0.3068147927
768	0.3067504853
769	0.3067020001
770	0.3066809657
771	0.3065120646
772	0.3064287644
773	0.3063600518
774	0.3062468054
775	0.306162056
776	0.3061088856
777	0.3060262047
778	0.3059750431
779	0.3058503497
780	0.305803503
781	0.3057553645
782	0.3056025819
783	0.3055267376
784	0.305441776
785	0.3053325711
786	0.3052283998
787	0.3051245196
788	0.3049967108
789	0.3049091942
790	0.3048441101
791	0.304781345
792	0.3046575329
793	0.3045849137
794	0.3044769234
795	0.3043878394
796	0.3043294843
797	0.3042387185
798	0.3041474646
799	0.3040020635
800	0.3038996193
801	0.3037816862
802	0.303730423
803	0.3036417813
804	0.3035283158
805	0.3033895768
806	0.3033416096
807	0.3032867139
808	0.3032316184
809	0.3031553168
810	0.3030488655
811	0.3028974812
812	0.3028084664
813	0.3027036967
814	0.3025641733
815	0.3024228072
816	0.3023704758
817	0.3022782203
818	0.3021952253
819	0.3020593576
820	0.3019988831
821	0.3019529518
822	0.3018709775
823	0.301785859
824	0.301766485
825	0.3017296155
826	0.3016411069
827	0.301554769
828	0.3013985919
829	0.3013311557
830	0.3012541374
831	0.3012055066
832	0.3010566104
833	0.3009740303
834	0.300918203
835	0.3008398664
836	0.3007164881
837	0.300646164
838	0.3005308148
839	0.3004232892
840	0.3002673033
841	0.3001732485
842	0.3000341595
843	0.2998894192
844	0.2997762298
845	0.2996471802
846	0.299543947
847	0.2994405667
848	0.2993777195
849	0.299313106
850	0.2992388852
851	0.2991923095
852	0.2991318568
853	0.2990504756
854	0.298967615
855	0.2988772455
856	0.2987812041
857	0.298708273
858	0.2986113905
859	0.2985335157
860	0.2984707301
861	0.298409679
862	0.2983638901
863	0.2982882397
864	0.2981826212
865	0.2980227104
866	0.2979328219
867	0.2978728697
868	0.2977588774
869	0.2976617228
870	0.2975683359
871	0.2974940597
872	0.2974378518
873	0.2972707002
874	0.2971786262
875	0.2971292256
876	0.2969361056
877	0.2968730727
878	0.2967841246
879	0.2966923742
880	0.2965659197
881	0.2964937943
882	0.2963493535
883	0.2962817943
884	0.2962291514
885	0.2961168656
886	0.2960463873
887	0.2959198076
888	0.2958568245
889	0.295803892
890	0.2957248229
891	0.2955933784
892	0.2955496401
893	0.2954602543
894	0.2953742356
895	0.2953029404
896	0.2952227084
897	0.2951135388
898	0.2949697058
899	0.2948883761
900	0.2948062001
901	0.2947302301
902	0.2947184591
903	0.2946435789
904	0.2945330168
905	0.2943947039
906	0.2942805639
907	0.2942185056
908	0.2941078975
909	0.2939524111
910	0.2938692708
911	0.2937465731
912	0.2936321945
913	0.2935442557
914	0.2934113015
915	0.2933415596
916	0.2932775279
917	0.2932036696
918	0.2930984807
919	0.2930159075
920	0.2928874499
921	0.29283423
922	0.2927340985
923	0.2926840636
924	0.292659541
925	0.2925657889
926	0.2924766184
927	0.2924333055
928	0.2923574863
929	0.2923093714
930	0.2922307117
931	0.2921505429
932	0.2920993059
933	0.29202317
934	0.2919150076
935	0.291886738
936	0.2918007415
937	0.2917049291
938	0.2915779568
939	0.2914716438
940	0.2914040181
941	0.2913218178
942	0.2912217693
943	0.291087483
944	0.2909214797
945	0.2908732583
946	0.2907812929
947	0.2906839517
948	0.2905964161
949	0.2905212099
950	0.2904815859
951	0.2904539922
952	0.2903756576
953	0.2903023604
954	0.2902179021
955	0.290161481
956	0.2900797493
957	0.2899637911
958	0.2898806712
959	0.2898210619
960	0.2897452928
961	0.2896564695
962	0.2896079141
963	0.2895623847
964	0.2893975764
965	0.2893496415
966	0.2892122544
967	0.2891402567
968	0.2890261255
969	0.288978423
970	0.2889323563
971	0.2887583395
972	0.2886603075
973	0.288557181
974	0.2884732375
975	0.2883472301
976	0.2882494948
977	0.2881235841
978	0.2880484222
979	0.2879616724
980	0.2878405538
981	0.2877395857
982	0.2876844159
983	0.2876160153
984	0.2875492606
985	0.2874704655
986	0.2874209529
987	0.2872973326
988	0.2871510041
989	0.2869686969
990	0.2868457273
991	0.2867482933
992	0.286635309
993	0.2865020936
994	0.2864184548
995	0.2863281506
996	0.2862112696
997	0.2861661894
998	0.2861015658
999	0.2859852573
